id,shares
id_31394,2621
id_31395,3606
id_31396,3211
id_31397,2731
id_31398,1952
id_31399,2667
id_31400,1723
id_31401,2868
id_31402,8374
id_31403,3315
id_31404,8186
id_31405,1841
id_31406,1632
id_31407,2678
id_31408,7437
id_31409,4674
id_31410,1365
id_31411,1711
id_31412,1422
id_31413,964
id_31414,4766
id_31415,2158
id_31416,1212
id_31417,1750
id_31418,2367
id_31419,2943
id_31420,1638
id_31421,10828
id_31422,3449
id_31423,1818
id_31424,4736
id_31425,4887
id_31426,1429
id_31427,5111
id_31428,1965
id_31429,8148
id_31430,3494
id_31431,1220
id_31432,3564
id_31433,1818
id_31434,2514
id_31435,2198
id_31436,4116
id_31437,1527
id_31438,3336
id_31439,2483
id_31440,2177
id_31441,6270
id_31442,4526
id_31443,8842
id_31444,1558
id_31445,6945
id_31446,3253
id_31447,4762
id_31448,7222
id_31449,3277
id_31450,2028
id_31451,3609
id_31452,2017
id_31453,1796
id_31454,6863
id_31455,5823
id_31456,4068
id_31457,2291
id_31458,4554
id_31459,2291
id_31460,3055
id_31461,4806
id_31462,1848
id_31463,1650
id_31464,7155
id_31465,4931
id_31466,1519
id_31467,1355
id_31468,2015
id_31469,2174
id_31470,11120
id_31471,2294
id_31472,3930
id_31473,6711
id_31474,3447
id_31475,4324
id_31476,3383
id_31477,7641
id_31478,1768
id_31479,2233
id_31480,2753
id_31481,2162
id_31482,9339
id_31483,3077
id_31484,5114
id_31485,2639
id_31486,4479
id_31487,2809
id_31488,1563
id_31489,2515
id_31490,2716
id_31491,4939
id_31492,2871
id_31493,5733
id_31494,1518
id_31495,3684
id_31496,6289
id_31497,2096
id_31498,13032
id_31499,3283
id_31500,2219
id_31501,1654
id_31502,1357
id_31503,1715
id_31504,1806
id_31505,4375
id_31506,1598
id_31507,4260
id_31508,6504
id_31509,7584
id_31510,1953
id_31511,17889
id_31512,3024
id_31513,1099
id_31514,4505
id_31515,1320
id_31516,3414
id_31517,2641
id_31518,2157
id_31519,8368
id_31520,2413
id_31521,1493
id_31522,4964
id_31523,13143
id_31524,3665
id_31525,2320
id_31526,4932
id_31527,2279
id_31528,1643
id_31529,6293
id_31530,2570
id_31531,4887
id_31532,2670
id_31533,2106
id_31534,4254
id_31535,1465
id_31536,2394
id_31537,1690
id_31538,3955
id_31539,4052
id_31540,1268
id_31541,2768
id_31542,2953
id_31543,1568
id_31544,5245
id_31545,8407
id_31546,3727
id_31547,6654
id_31548,2504
id_31549,2782
id_31550,1469
id_31551,6349
id_31552,1814
id_31553,3919
id_31554,2427
id_31555,3792
id_31556,2005
id_31557,1458
id_31558,1857
id_31559,2748
id_31560,5066
id_31561,5649
id_31562,2489
id_31563,1680
id_31564,1770
id_31565,3468
id_31566,2782
id_31567,3739
id_31568,5520
id_31569,3137
id_31570,10774
id_31571,2866
id_31572,7643
id_31573,2875
id_31574,3599
id_31575,2344
id_31576,5645
id_31577,7545
id_31578,1185
id_31579,2181
id_31580,1768
id_31581,4057
id_31582,2905
id_31583,3987
id_31584,7557
id_31585,1759
id_31586,3392
id_31587,9124
id_31588,2922
id_31589,1729
id_31590,9283
id_31591,4711
id_31592,2295
id_31593,3331
id_31594,2755
id_31595,2022
id_31596,1905
id_31597,2497
id_31598,5179
id_31599,1337
id_31600,9330
id_31601,3755
id_31602,7119
id_31603,3570
id_31604,10008
id_31605,5124
id_31606,5781
id_31607,3856
id_31608,2504
id_31609,9880
id_31610,1642
id_31611,13452
id_31612,2166
id_31613,4663
id_31614,1742
id_31615,3162
id_31616,1489
id_31617,12222
id_31618,6049
id_31619,3872
id_31620,3027
id_31621,2058
id_31622,1503
id_31623,1025
id_31624,8185
id_31625,1906
id_31626,8632
id_31627,1438
id_31628,2636
id_31629,3894
id_31630,6942
id_31631,2098
id_31632,5566
id_31633,1208
id_31634,4487
id_31635,3185
id_31636,4594
id_31637,3514
id_31638,3016
id_31639,2843
id_31640,6385
id_31641,4433
id_31642,3780
id_31643,3813
id_31644,3487
id_31645,1807
id_31646,8117
id_31647,8124
id_31648,1774
id_31649,1443
id_31650,2939
id_31651,6145
id_31652,2979
id_31653,6259
id_31654,3665
id_31655,2141
id_31656,1197
id_31657,2711
id_31658,1196
id_31659,6904
id_31660,3996
id_31661,1874
id_31662,1875
id_31663,1802
id_31664,3245
id_31665,8579
id_31666,2320
id_31667,6702
id_31668,2041
id_31669,2249
id_31670,1616
id_31671,3134
id_31672,2184
id_31673,4944
id_31674,1790
id_31675,2239
id_31676,1694
id_31677,6625
id_31678,3953
id_31679,4932
id_31680,4142
id_31681,1416
id_31682,1998
id_31683,885
id_31684,7850
id_31685,1792
id_31686,5556
id_31687,1433
id_31688,2116
id_31689,2922
id_31690,4910
id_31691,1878
id_31692,2047
id_31693,4183
id_31694,3732
id_31695,2129
id_31696,6824
id_31697,11930
id_31698,3006
id_31699,8379
id_31700,5251
id_31701,2358
id_31702,3879
id_31703,5303
id_31704,3718
id_31705,2023
id_31706,5855
id_31707,4522
id_31708,2559
id_31709,2238
id_31710,2051
id_31711,2115
id_31712,4103
id_31713,14205
id_31714,2463
id_31715,2589
id_31716,2300
id_31717,1348
id_31718,4156
id_31719,1158
id_31720,4801
id_31721,1962
id_31722,3127
id_31723,2323
id_31724,2355
id_31725,5665
id_31726,5072
id_31727,3065
id_31728,2646
id_31729,4650
id_31730,2266
id_31731,3173
id_31732,1031
id_31733,3334
id_31734,5513
id_31735,3479
id_31736,1649
id_31737,5383
id_31738,2563
id_31739,3029
id_31740,4462
id_31741,8171
id_31742,3590
id_31743,8586
id_31744,1354
id_31745,1177
id_31746,3242
id_31747,5513
id_31748,14311
id_31749,2974
id_31750,1386
id_31751,3796
id_31752,1661
id_31753,1041
id_31754,3717
id_31755,7470
id_31756,2407
id_31757,1713
id_31758,8597
id_31759,3485
id_31760,2263
id_31761,1756
id_31762,6777
id_31763,2249
id_31764,4878
id_31765,1497
id_31766,2753
id_31767,3120
id_31768,2329
id_31769,8510
id_31770,8614
id_31771,4949
id_31772,7314
id_31773,8685
id_31774,2324
id_31775,6280
id_31776,2556
id_31777,4813
id_31778,8672
id_31779,33392
id_31780,1438
id_31781,1952
id_31782,964
id_31783,2104
id_31784,2435
id_31785,2682
id_31786,2106
id_31787,6301
id_31788,3902
id_31789,1398
id_31790,1225
id_31791,6335
id_31792,4068
id_31793,1799
id_31794,4063
id_31795,2188
id_31796,5467
id_31797,6887
id_31798,5979
id_31799,2174
id_31800,1963
id_31801,847
id_31802,2322
id_31803,2082
id_31804,3865
id_31805,3006
id_31806,3683
id_31807,7306
id_31808,3053
id_31809,2569
id_31810,2197
id_31811,2349
id_31812,4342
id_31813,1930
id_31814,1307
id_31815,9472
id_31816,1817
id_31817,2460
id_31818,6399
id_31819,2445
id_31820,3220
id_31821,5416
id_31822,2908
id_31823,2309
id_31824,1917
id_31825,9704
id_31826,2688
id_31827,2247
id_31828,1949
id_31829,2870
id_31830,2254
id_31831,2472
id_31832,4843
id_31833,4288
id_31834,2354
id_31835,5027
id_31836,1181
id_31837,2147
id_31838,2746
id_31839,1509
id_31840,4766
id_31841,8722
id_31842,1706
id_31843,1635
id_31844,2107
id_31845,5338
id_31846,1656
id_31847,3177
id_31848,1276
id_31849,1469
id_31850,16206
id_31851,2547
id_31852,8464
id_31853,1992
id_31854,2461
id_31855,1102
id_31856,1547
id_31857,5181
id_31858,1220
id_31859,2326
id_31860,4244
id_31861,5521
id_31862,7896
id_31863,1794
id_31864,3432
id_31865,3929
id_31866,12887
id_31867,3310
id_31868,4052
id_31869,3876
id_31870,3061
id_31871,1656
id_31872,9243
id_31873,2860
id_31874,3745
id_31875,3090
id_31876,8647
id_31877,2739
id_31878,4917
id_31879,1339
id_31880,1647
id_31881,8408
id_31882,8767
id_31883,1628
id_31884,2532
id_31885,29001
id_31886,3232
id_31887,1239
id_31888,1470
id_31889,2753
id_31890,2634
id_31891,3182
id_31892,1633
id_31893,1383
id_31894,3685
id_31895,11447
id_31896,1970
id_31897,3796
id_31898,3627
id_31899,1701
id_31900,1286
id_31901,2964
id_31902,4649
id_31903,1831
id_31904,2685
id_31905,1758
id_31906,3574
id_31907,2860
id_31908,1970
id_31909,1446
id_31910,3538
id_31911,2586
id_31912,4175
id_31913,6192
id_31914,2189
id_31915,2624
id_31916,4044
id_31917,12261
id_31918,3432
id_31919,4033
id_31920,2736
id_31921,7187
id_31922,2423
id_31923,1540
id_31924,4078
id_31925,5624
id_31926,2719
id_31927,2549
id_31928,2715
id_31929,2904
id_31930,7179
id_31931,3339
id_31932,1477
id_31933,3280
id_31934,2243
id_31935,3462
id_31936,6780
id_31937,3596
id_31938,4016
id_31939,4372
id_31940,1914
id_31941,1189
id_31942,2092
id_31943,2074
id_31944,4219
id_31945,2240
id_31946,1557
id_31947,3596
id_31948,5951
id_31949,5419
id_31950,2422
id_31951,3969
id_31952,2199
id_31953,2531
id_31954,1489
id_31955,5186
id_31956,2236
id_31957,1112
id_31958,2180
id_31959,3703
id_31960,5672
id_31961,3474
id_31962,2107
id_31963,3332
id_31964,1649
id_31965,6703
id_31966,1721
id_31967,6048
id_31968,4186
id_31969,2704
id_31970,6172
id_31971,2170
id_31972,1866
id_31973,1776
id_31974,4966
id_31975,2120
id_31976,9997
id_31977,4236
id_31978,8837
id_31979,2927
id_31980,4039
id_31981,2875
id_31982,1992
id_31983,1804
id_31984,1564
id_31985,7536
id_31986,1826
id_31987,7117
id_31988,2702
id_31989,1507
id_31990,1657
id_31991,2099
id_31992,3513
id_31993,900
id_31994,2942
id_31995,6865
id_31996,5293
id_31997,4680
id_31998,6996
id_31999,6087
id_32000,8690
id_32001,3602
id_32002,4160
id_32003,8358
id_32004,2931
id_32005,2461
id_32006,3644
id_32007,1495
id_32008,12736
id_32009,2270
id_32010,2798
id_32011,6692
id_32012,2822
id_32013,2864
id_32014,1816
id_32015,4838
id_32016,2698
id_32017,3561
id_32018,1868
id_32019,3711
id_32020,2841
id_32021,1118
id_32022,2631
id_32023,2549
id_32024,2209
id_32025,2375
id_32026,2297
id_32027,6290
id_32028,1486
id_32029,19663
id_32030,2274
id_32031,1406
id_32032,1814
id_32033,1908
id_32034,2284
id_32035,1379
id_32036,2191
id_32037,3128
id_32038,5169
id_32039,6180
id_32040,4664
id_32041,7233
id_32042,2110
id_32043,2911
id_32044,7930
id_32045,3015
id_32046,1441
id_32047,2840
id_32048,1331
id_32049,4572
id_32050,4293
id_32051,3912
id_32052,3082
id_32053,3517
id_32054,1920
id_32055,2096
id_32056,2679
id_32057,3114
id_32058,1437
id_32059,4118
id_32060,2399
id_32061,1870
id_32062,2981
id_32063,13056
id_32064,1189
id_32065,5876
id_32066,4747
id_32067,2059
id_32068,7167
id_32069,8494
id_32070,3672
id_32071,1922
id_32072,5985
id_32073,2645
id_32074,5453
id_32075,2404
id_32076,37573
id_32077,2043
id_32078,1922
id_32079,3243
id_32080,6428
id_32081,8067
id_32082,4089
id_32083,2632
id_32084,1495
id_32085,1754
id_32086,2084
id_32087,5255
id_32088,2118
id_32089,1444
id_32090,3451
id_32091,7568
id_32092,2628
id_32093,1012
id_32094,7196
id_32095,1043
id_32096,1433
id_32097,1086
id_32098,4798
id_32099,10556
id_32100,1217
id_32101,1760
id_32102,9089
id_32103,5573
id_32104,2936
id_32105,4042
id_32106,4838
id_32107,2352
id_32108,2039
id_32109,2897
id_32110,5470
id_32111,1931
id_32112,2093
id_32113,2732
id_32114,4931
id_32115,2713
id_32116,3929
id_32117,2105
id_32118,2331
id_32119,4295
id_32120,5142
id_32121,8381
id_32122,3295
id_32123,3075
id_32124,3153
id_32125,1968
id_32126,1706
id_32127,2344
id_32128,4065
id_32129,5046
id_32130,2424
id_32131,2733
id_32132,2625
id_32133,5563
id_32134,16648
id_32135,4473
id_32136,1934
id_32137,6780
id_32138,3063
id_32139,10489
id_32140,1872
id_32141,2149
id_32142,1491
id_32143,5756
id_32144,1710
id_32145,9718
id_32146,4020
id_32147,2280
id_32148,1588
id_32149,3783
id_32150,2300
id_32151,2587
id_32152,2157
id_32153,6436
id_32154,3854
id_32155,2749
id_32156,5359
id_32157,2024
id_32158,3743
id_32159,2215
id_32160,3982
id_32161,2524
id_32162,4188
id_32163,1657
id_32164,3848
id_32165,9324
id_32166,1975
id_32167,12371
id_32168,2265
id_32169,2193
id_32170,3268
id_32171,2691
id_32172,6190
id_32173,4673
id_32174,5060
id_32175,6927
id_32176,3932
id_32177,2525
id_32178,3275
id_32179,5729
id_32180,2009
id_32181,2593
id_32182,4374
id_32183,3419
id_32184,2514
id_32185,8955
id_32186,2911
id_32187,3135
id_32188,1846
id_32189,7254
id_32190,4765
id_32191,2051
id_32192,2127
id_32193,1427
id_32194,1551
id_32195,2354
id_32196,977
id_32197,1961
id_32198,2985
id_32199,4777
id_32200,9747
id_32201,10319
id_32202,2427
id_32203,3507
id_32204,2300
id_32205,2063
id_32206,3466
id_32207,2474
id_32208,5925
id_32209,6466
id_32210,1923
id_32211,2200
id_32212,4330
id_32213,5664
id_32214,5049
id_32215,2260
id_32216,9382
id_32217,1404
id_32218,2103
id_32219,2072
id_32220,6485
id_32221,4167
id_32222,4610
id_32223,5002
id_32224,2030
id_32225,3640
id_32226,5004
id_32227,6658
id_32228,1657
id_32229,3958
id_32230,8124
id_32231,1360
id_32232,2395
id_32233,1311
id_32234,2177
id_32235,2353
id_32236,1378
id_32237,4615
id_32238,11033
id_32239,4164
id_32240,6552
id_32241,1224
id_32242,7105
id_32243,2108
id_32244,7956
id_32245,2598
id_32246,1620
id_32247,1556
id_32248,10801
id_32249,8043
id_32250,1344
id_32251,6506
id_32252,1486
id_32253,2162
id_32254,1858
id_32255,1694
id_32256,2737
id_32257,4234
id_32258,1427
id_32259,4503
id_32260,3045
id_32261,2129
id_32262,9056
id_32263,4253
id_32264,3338
id_32265,3272
id_32266,2187
id_32267,4273
id_32268,2875
id_32269,12620
id_32270,1590
id_32271,1245
id_32272,5291
id_32273,2244
id_32274,2185
id_32275,1777
id_32276,2030
id_32277,1367
id_32278,2165
id_32279,2138
id_32280,11751
id_32281,1822
id_32282,8006
id_32283,2395
id_32284,2220
id_32285,1487
id_32286,4455
id_32287,4703
id_32288,7326
id_32289,2708
id_32290,3598
id_32291,1323
id_32292,5442
id_32293,1759
id_32294,2501
id_32295,1498
id_32296,2926
id_32297,3233
id_32298,7020
id_32299,2019
id_32300,1556
id_32301,2291
id_32302,3073
id_32303,2869
id_32304,2361
id_32305,3347
id_32306,2479
id_32307,3595
id_32308,1873
id_32309,2081
id_32310,2145
id_32311,1572
id_32312,2645
id_32313,3069
id_32314,1357
id_32315,3040
id_32316,2953
id_32317,2217
id_32318,1821
id_32319,1809
id_32320,2439
id_32321,1899
id_32322,2576
id_32323,10321
id_32324,1405
id_32325,6874
id_32326,3087
id_32327,1908
id_32328,1993
id_32329,4053
id_32330,3542
id_32331,2870
id_32332,4258
id_32333,1875
id_32334,5693
id_32335,2051
id_32336,1127
id_32337,13686
id_32338,8302
id_32339,11932
id_32340,2157
id_32341,3184
id_32342,2028
id_32343,4480
id_32344,7569
id_32345,924
id_32346,1434
id_32347,4921
id_32348,1863
id_32349,5264
id_32350,4244
id_32351,2660
id_32352,970
id_32353,11163
id_32354,11667
id_32355,1745
id_32356,2793
id_32357,4099
id_32358,22257
id_32359,10467
id_32360,1642
id_32361,4205
id_32362,2147
id_32363,4964
id_32364,2094
id_32365,1658
id_32366,1361
id_32367,1102
id_32368,7010
id_32369,2344
id_32370,10547
id_32371,1495
id_32372,6723
id_32373,3025
id_32374,5067
id_32375,1384
id_32376,9509
id_32377,4546
id_32378,3063
id_32379,2161
id_32380,1659
id_32381,8437
id_32382,2614
id_32383,5552
id_32384,1275
id_32385,3355
id_32386,3436
id_32387,1378
id_32388,1993
id_32389,1923
id_32390,2171
id_32391,10589
id_32392,3093
id_32393,2112
id_32394,2095
id_32395,5224
id_32396,3218
id_32397,1752
id_32398,1707
id_32399,3099
id_32400,3485
id_32401,9065
id_32402,1862
id_32403,4983
id_32404,4545
id_32405,1201
id_32406,9898
id_32407,7687
id_32408,1497
id_32409,7377
id_32410,4598
id_32411,5098
id_32412,11311
id_32413,5163
id_32414,2216
id_32415,2129
id_32416,1475
id_32417,1896
id_32418,5688
id_32419,9049
id_32420,1827
id_32421,2602
id_32422,993
id_32423,1227
id_32424,2247
id_32425,7043
id_32426,2988
id_32427,2540
id_32428,6613
id_32429,3658
id_32430,3074
id_32431,1168
id_32432,8717
id_32433,4149
id_32434,6535
id_32435,1880
id_32436,10324
id_32437,3405
id_32438,10184
id_32439,1541
id_32440,3484
id_32441,2771
id_32442,1053
id_32443,4049
id_32444,8649
id_32445,3277
id_32446,3127
id_32447,2084
id_32448,5263
id_32449,6708
id_32450,3206
id_32451,3139
id_32452,2805
id_32453,2913
id_32454,3431
id_32455,1327
id_32456,1166
id_32457,3652
id_32458,6759
id_32459,1843
id_32460,1109
id_32461,3467
id_32462,6506
id_32463,1010
id_32464,5990
id_32465,3649
id_32466,1624
id_32467,4192
id_32468,971
id_32469,2900
id_32470,11071
id_32471,1195
id_32472,5335
id_32473,7056
id_32474,1909
id_32475,4859
id_32476,3342
id_32477,2681
id_32478,2081
id_32479,12071
id_32480,5414
id_32481,1600
id_32482,947
id_32483,5158
id_32484,4115
id_32485,4153
id_32486,3284
id_32487,13871
id_32488,7970
id_32489,1827
id_32490,4546
id_32491,2516
id_32492,16463
id_32493,2408
id_32494,1931
id_32495,2596
id_32496,2831
id_32497,1161
id_32498,4382
id_32499,10091
id_32500,5975
id_32501,3039
id_32502,7667
id_32503,5400
id_32504,8547
id_32505,2609
id_32506,3870
id_32507,3035
id_32508,8100
id_32509,1896
id_32510,3162
id_32511,5221
id_32512,1163
id_32513,4433
id_32514,53637
id_32515,2317
id_32516,1858
id_32517,2138
id_32518,2160
id_32519,2385
id_32520,2101
id_32521,2621
id_32522,3231
id_32523,6281
id_32524,2211
id_32525,19673
id_32526,1853
id_32527,1887
id_32528,3034
id_32529,1792
id_32530,8463
id_32531,6056
id_32532,3568
id_32533,1314
id_32534,1500
id_32535,7457
id_32536,1777
id_32537,4155
id_32538,1361
id_32539,4411
id_32540,3843
id_32541,5656
id_32542,1956
id_32543,11758
id_32544,1261
id_32545,3635
id_32546,2805
id_32547,4049
id_32548,4810
id_32549,2078
id_32550,2979
id_32551,5257
id_32552,3403
id_32553,1332
id_32554,2896
id_32555,1863
id_32556,7179
id_32557,1446
id_32558,1212
id_32559,5503
id_32560,1163
id_32561,3525
id_32562,3036
id_32563,3078
id_32564,10804
id_32565,2933
id_32566,4293
id_32567,2641
id_32568,1056
id_32569,1563
id_32570,3203
id_32571,3890
id_32572,2422
id_32573,2471
id_32574,4611
id_32575,3038
id_32576,2239
id_32577,2397
id_32578,3845
id_32579,1371
id_32580,6098
id_32581,1450
id_32582,2957
id_32583,7601
id_32584,5276
id_32585,1705
id_32586,8748
id_32587,6471
id_32588,1340
id_32589,3672
id_32590,3465
id_32591,4318
id_32592,2117
id_32593,1957
id_32594,10753
id_32595,6637
id_32596,12295
id_32597,1741
id_32598,2559
id_32599,7933
id_32600,1307
id_32601,2080
id_32602,2969
id_32603,3633
id_32604,4464
id_32605,6034
id_32606,5880
id_32607,1726
id_32608,4949
id_32609,2407
id_32610,1287
id_32611,2136
id_32612,1584
id_32613,3221
id_32614,1767
id_32615,2273
id_32616,2817
id_32617,2203
id_32618,4557
id_32619,1822
id_32620,12161
id_32621,5530
id_32622,2180
id_32623,4001
id_32624,6205
id_32625,3051
id_32626,2139
id_32627,2179
id_32628,1363
id_32629,5427
id_32630,2073
id_32631,2892
id_32632,2728
id_32633,3802
id_32634,2109
id_32635,1388
id_32636,2331
id_32637,6681
id_32638,5473
id_32639,7322
id_32640,3180
id_32641,2923
id_32642,2284
id_32643,2785
id_32644,4201
id_32645,2485
id_32646,3816
id_32647,2240
id_32648,1155
id_32649,5538
id_32650,14732
id_32651,6988
id_32652,3814
id_32653,3051
id_32654,4534
id_32655,16587
id_32656,6130
id_32657,3153
id_32658,3086
id_32659,1048
id_32660,3217
id_32661,1616
id_32662,7696
id_32663,2114
id_32664,1228
id_32665,8206
id_32666,1922
id_32667,11692
id_32668,1887
id_32669,2179
id_32670,2693
id_32671,2501
id_32672,5326
id_32673,2236
id_32674,4229
id_32675,3170
id_32676,7277
id_32677,8084
id_32678,3175
id_32679,2123
id_32680,5734
id_32681,2480
id_32682,3309
id_32683,13496
id_32684,1423
id_32685,2438
id_32686,3464
id_32687,2018
id_32688,7154
id_32689,9627
id_32690,3344
id_32691,3308
id_32692,3239
id_32693,2827
id_32694,7901
id_32695,2563
id_32696,8076
id_32697,9373
id_32698,5626
id_32699,4634
id_32700,8704
id_32701,1993
id_32702,2888
id_32703,11802
id_32704,1702
id_32705,1478
id_32706,3577
id_32707,2192
id_32708,4260
id_32709,1426
id_32710,1562
id_32711,6507
id_32712,3201
id_32713,2735
id_32714,2144
id_32715,5032
id_32716,2017
id_32717,4360
id_32718,2175
id_32719,5973
id_32720,2226
id_32721,1311
id_32722,2547
id_32723,3255
id_32724,2455
id_32725,5788
id_32726,11644
id_32727,2328
id_32728,2825
id_32729,9237
id_32730,3804
id_32731,2211
id_32732,5565
id_32733,3159
id_32734,2864
id_32735,2854
id_32736,3221
id_32737,1421
id_32738,2358
id_32739,3293
id_32740,1913
id_32741,3729
id_32742,6911
id_32743,4616
id_32744,6968
id_32745,6462
id_32746,1635
id_32747,1960
id_32748,1769
id_32749,2929
id_32750,7397
id_32751,1604
id_32752,1047
id_32753,6775
id_32754,2662
id_32755,3918
id_32756,6151
id_32757,2182
id_32758,2615
id_32759,1832
id_32760,2857
id_32761,3974
id_32762,5699
id_32763,2787
id_32764,3815
id_32765,7039
id_32766,3149
id_32767,5014
id_32768,3709
id_32769,8515
id_32770,2607
id_32771,1423
id_32772,3722
id_32773,9215
id_32774,4310
id_32775,6330
id_32776,8936
id_32777,5466
id_32778,4580
id_32779,1705
id_32780,3459
id_32781,3220
id_32782,2110
id_32783,1459
id_32784,8544
id_32785,3277
id_32786,2065
id_32787,1850
id_32788,2519
id_32789,4596
id_32790,3071
id_32791,1193
id_32792,1493
id_32793,3448
id_32794,9544
id_32795,9970
id_32796,3312
id_32797,3181
id_32798,2734
id_32799,10861
id_32800,2969
id_32801,7383
id_32802,2232
id_32803,1589
id_32804,10003
id_32805,5097
id_32806,1753
id_32807,5875
id_32808,4105
id_32809,1174
id_32810,2905
id_32811,5676
id_32812,3019
id_32813,2398
id_32814,6007
id_32815,5325
id_32816,2846
id_32817,1029
id_32818,7648
id_32819,1138
id_32820,1410
id_32821,8167
id_32822,2806
id_32823,3576
id_32824,6489
id_32825,9262
id_32826,11434
id_32827,8995
id_32828,3433
id_32829,2325
id_32830,3777
id_32831,1930
id_32832,4741
id_32833,2690
id_32834,2446
id_32835,5569
id_32836,7136
id_32837,1115
id_32838,1184
id_32839,1858
id_32840,4152
id_32841,2507
id_32842,7634
id_32843,2289
id_32844,2924
id_32845,2719
id_32846,4730
id_32847,2385
id_32848,1782
id_32849,2250
id_32850,4995
id_32851,1327
id_32852,2753
id_32853,1036
id_32854,3508
id_32855,3600
id_32856,6651
id_32857,5800
id_32858,3445
id_32859,3949
id_32860,5517
id_32861,2562
id_32862,4025
id_32863,2176
id_32864,1545
id_32865,4029
id_32866,1748
id_32867,1947
id_32868,2328
id_32869,2183
id_32870,1330
id_32871,1533
id_32872,2871
id_32873,2524
id_32874,2676
id_32875,9922
id_32876,3673
id_32877,1459
id_32878,1899
id_32879,4594
id_32880,2235
id_32881,1208
id_32882,1633
id_32883,7418
id_32884,5262
id_32885,2216
id_32886,1806
id_32887,1557
id_32888,2063
id_32889,6393
id_32890,6177
id_32891,2122
id_32892,5993
id_32893,3052
id_32894,1776
id_32895,2469
id_32896,21925
id_32897,2242
id_32898,2162
id_32899,5951
id_32900,22531
id_32901,9482
id_32902,2632
id_32903,6818
id_32904,3480
id_32905,1702
id_32906,7695
id_32907,6119
id_32908,1170
id_32909,4062
id_32910,1366
id_32911,5241
id_32912,13327
id_32913,4141
id_32914,31579
id_32915,1735
id_32916,2648
id_32917,2517
id_32918,35261
id_32919,2528
id_32920,1362
id_32921,3266
id_32922,3167
id_32923,2211
id_32924,5487
id_32925,3509
id_32926,2074
id_32927,5625
id_32928,3225
id_32929,3236
id_32930,5710
id_32931,4790
id_32932,2919
id_32933,13238
id_32934,7654
id_32935,4606
id_32936,7790
id_32937,4830
id_32938,1217
id_32939,3168
id_32940,1873
id_32941,877
id_32942,4042
id_32943,2906
id_32944,934
id_32945,4729
id_32946,2243
id_32947,1691
id_32948,2646
id_32949,4413
id_32950,1916
id_32951,5925
id_32952,4507
id_32953,3120
id_32954,4000
id_32955,2341
id_32956,2129
id_32957,1536
id_32958,1230
id_32959,38579
id_32960,25724
id_32961,2122
id_32962,2965
id_32963,5704
id_32964,2256
id_32965,4074
id_32966,5720
id_32967,1097
id_32968,2326
id_32969,1167
id_32970,2653
id_32971,1631
id_32972,1839
id_32973,2395
id_32974,2239
id_32975,6019
id_32976,13193
id_32977,2791
id_32978,1362
id_32979,1480
id_32980,1755
id_32981,8596
id_32982,6796
id_32983,1464
id_32984,1385
id_32985,2934
id_32986,7405
id_32987,2576
id_32988,3257
id_32989,1349
id_32990,4331
id_32991,2883
id_32992,5221
id_32993,3485
id_32994,2210
id_32995,4746
id_32996,12572
id_32997,1919
id_32998,3120
id_32999,2399
id_33000,3434
id_33001,1531
id_33002,2727
id_33003,1364
id_33004,1528
id_33005,2128
id_33006,7076
id_33007,9322
id_33008,5112
id_33009,9904
id_33010,1875
id_33011,2253
id_33012,13761
id_33013,6499
id_33014,1920
id_33015,1967
id_33016,2399
id_33017,4882
id_33018,2191
id_33019,3066
id_33020,1917
id_33021,1901
id_33022,2392
id_33023,5159
id_33024,1659
id_33025,1632
id_33026,12674
id_33027,1050
id_33028,5756
id_33029,3887
id_33030,11778
id_33031,2465
id_33032,6836
id_33033,4726
id_33034,2194
id_33035,5211
id_33036,2368
id_33037,2613
id_33038,5394
id_33039,5171
id_33040,1407
id_33041,3118
id_33042,1705
id_33043,2406
id_33044,2935
id_33045,1792
id_33046,1502
id_33047,10745
id_33048,1425
id_33049,1870
id_33050,3566
id_33051,2472
id_33052,1683
id_33053,1491
id_33054,1513
id_33055,4515
id_33056,9129
id_33057,2871
id_33058,15116
id_33059,3602
id_33060,2166
id_33061,6449
id_33062,2256
id_33063,5186
id_33064,4733
id_33065,2597
id_33066,3849
id_33067,2904
id_33068,3555
id_33069,1521
id_33070,1858
id_33071,2769
id_33072,1681
id_33073,1579
id_33074,2925
id_33075,1218
id_33076,1978
id_33077,2232
id_33078,1479
id_33079,11734
id_33080,3349
id_33081,2082
id_33082,3746
id_33083,3517
id_33084,2286
id_33085,4402
id_33086,4217
id_33087,5913
id_33088,1962
id_33089,3129
id_33090,2563
id_33091,3237
id_33092,9419
id_33093,4307
id_33094,1564
id_33095,2832
id_33096,2934
id_33097,4310
id_33098,6290
id_33099,1741
id_33100,20578
id_33101,3393
id_33102,2849
id_33103,1898
id_33104,2031
id_33105,10978
id_33106,2246
id_33107,3382
id_33108,8231
id_33109,2997
id_33110,4934
id_33111,3839
id_33112,1812
id_33113,7607
id_33114,2253
id_33115,2773
id_33116,3589
id_33117,9553
id_33118,4409
id_33119,2286
id_33120,8048
id_33121,2301
id_33122,3519
id_33123,2220
id_33124,2144
id_33125,2703
id_33126,6513
id_33127,2078
id_33128,1844
id_33129,3296
id_33130,2218
id_33131,3551
id_33132,1740
id_33133,4000
id_33134,5502
id_33135,2731
id_33136,2413
id_33137,1836
id_33138,2661
id_33139,5246
id_33140,1801
id_33141,3505
id_33142,2772
id_33143,2141
id_33144,2307
